+--------------+---------------+--------------+--------------+--------------+--------------+---------------+--------------+---------------+--------------+
|    a-b-c     |     a-b-d     |    a-b-e     |    a-c-d     |    a-c-e     |    a-d-e     |     b-c-d     |    b-c-e     |     b-d-e     |    c-d-e     |
| a90-b36-c75  |  a92-b59-d18  | a82-b44-e31  | a87-c97-d21  | a80-c73-e36  | a88-d49-e45  |   b98-c1-d76  |  b87-c7-e79  |   b93-d86-e6  | c84-d34-e41  |
| a90-b36-c80  |  a92-b59-d31  | a82-b44-e70  | a87-c97-d37  | a80-c73-e41  | a88-d49-e100 |   b98-c1-d89  |  b87-c7-e80  |  b93-d86-e11  | c84-d34-e43  |
| a90-b49-c22  |  a92-b59-d72  | a82-b44-e73  | a87-c97-d97  | a80-c73-e52  | a88-d65-e24  |   b98-c5-d3   |  b87-c7-e84  |  b93-d86-e15  | c84-d34-e56  |
| a90-b49-c55  |  a92-b68-d31  | a82-b46-e39  |  a88-c9-d46  | a80-c73-e54  | a88-d65-e36  |   b98-c5-d27  | b87-c96-e27  |  b93-d86-e20  | c84-d34-e72  |
| a90-b49-c80  |  a92-b68-d72  | a82-b46-e43  |  a88-c9-d49  | a80-c73-e64  | a88-d65-e45  |   b98-c5-d38  | b87-c96-e50  |  b93-d86-e37  | c84-d34-e90  |
| a90-b70-c22  |  a92-b71-d31  | a82-b46-e56  |  a88-c9-d65  | a80-c73-e90  | a88-d69-e12  |   b98-c5-d41  | b87-c96-e79  |  b93-d86-e96  | c84-d46-e36  |
| a90-b70-c29  |  a92-b71-d72  | a82-b46-e72  |  a88-c9-d69  | a80-c81-e36  | a88-d69-e24  |   b98-c5-d59  | b87-c96-e80  |  b93-d86-e97  | c84-d46-e41  |
| a90-b70-c32  |  a92-b94-d31  | a82-b46-e73  |  a88-c9-d70  | a80-c81-e64  | a88-d69-e36  |   b98-c5-d68  | b87-c96-e95  |   b93-d87-e5  | c84-d71-e39  |
| a90-b70-c50  |  a92-b94-d72  | a82-b53-e38  |  a88-c9-d93  | a80-c81-e68  | a88-d69-e45  |   b98-c5-d76  |  b88-c8-e17  |   b93-d87-e6  | c84-d71-e41  |
| a90-b70-c75  |  a92-b96-d18  | a82-b53-e39  | a88-c10-d46  | a80-c82-e18  | a88-d70-e24  |   b98-c5-d89  |  b88-c8-e19  |  b93-d87-e11  | c84-d71-e43  |
| a90-b70-c80  |  a93-b57-d22  | a82-b53-e43  | a88-c10-d49  | a80-c82-e29  | a88-d70-e36  |   b98-c5-d98  | b88-c23-e17  |  b93-d87-e37  | c84-d71-e56  |
| a90-b75-c14  |  a93-b57-d43  | a82-b53-e56  | a88-c10-d65  | a80-c82-e33  | a88-d70-e45  |   b98-c11-d3  | b88-c23-e66  |  b93-d90-e11  | c84-d71-e72  |
| a90-b75-c29  |  a93-b57-d50  | a82-b53-e70  | a88-c10-d69  | a80-c82-e52  | a88-d93-e24  |  b98-c11-d27  | b88-c23-e77  |  b93-d90-e15  | c84-d71-e90  |
| a90-b75-c32  |  a93-b83-d22  | a82-b53-e72  | a88-c10-d70  | a80-c82-e54  | a88-d93-e36  |  b98-c11-d38  | b88-c24-e17  |  b93-d90-e37  | c84-d77-e41  |
| a90-b75-c50  |  a93-b83-d43  | a82-b53-e73  | a88-c10-d93  | a80-c82-e64  | a88-d93-e45  |  b98-c11-d76  | b88-c24-e77  |  b93-d90-e97  | c84-d77-e69  |
| a90-b75-c55  |  a93-b83-d50  | a82-b95-e39  | a88-c12-d46  | a80-c82-e90  |  a89-d28-e8  |   b98-c21-d3  | b88-c46-e17  |   b93-d97-e5  | c84-d81-e36  |
| a90-b75-c72  |  a93-b83-d90  | a82-b95-e43  | a88-c12-d49  | a80-c86-e36  | a89-d28-e28  |  b98-c21-d27  | b88-c67-e19  |   b93-d97-e6  | c84-d81-e41  |
| a90-b75-c75  |  a93-b85-d43  | a82-b95-e56  | a88-c12-d65  | a80-c86-e41  | a89-d28-e61  |  b98-c21-d38  | b88-c67-e66  |  b93-d97-e11  | c84-d81-e72  |
| a90-b75-c80  |  a93-b85-d50  | a82-b95-e73  | a88-c12-d69  | a80-c86-e52  | a89-d28-e71  |  b98-c21-d76  | b88-c91-e17  |  b93-d97-e15  | c84-d81-e90  |
| a90-b80-c22  |   a94-b2-d5   | a82-b99-e16  | a88-c12-d70  | a80-c86-e64  | a89-d31-e10  |  b98-c21-d89  | b88-c91-e19  |  b93-d97-e20  | c84-d85-e16  |
| a90-b80-c29  |   a94-b2-d15  | a82-b99-e38  | a88-c12-d93  | a80-c89-e36  | a89-d31-e14  |  b98-c21-d98  | b88-c91-e66  |  b93-d97-e37  | c84-d85-e36  |
| a90-b80-c50  |   a94-b2-d35  | a82-b99-e39  |  a88-c27-d9  | a80-c89-e41  | a89-d31-e53  |   b98-c48-d3  |  b89-c3-e2   |  b93-d97-e96  | c84-d85-e38  |
| a90-b80-c55  |   a94-b2-d64  | a82-b99-e43  | a88-c27-d49  |  a81-c4-e8   | a89-d31-e63  |  b98-c48-d27  |  b89-c3-e20  |  b94-d31-e10  | c84-d85-e39  |
| a90-b80-c72  |   a94-b2-d74  | a82-b99-e56  | a88-c63-d46  |  a81-c4-e14  |  a89-d72-e1  |  b98-c48-d38  |  b89-c3-e27  |  b94-d31-e14  | c84-d85-e41  |
| a90-b80-c75  |   a94-b2-d92  | a82-b99-e70  | a88-c63-d49  |  a81-c4-e28  |  a89-d72-e8  |  b98-c48-d76  |  b89-c3-e46  |  b94-d31-e47  | c84-d85-e43  |
| a90-b80-c80  |   a94-b11-d5  | a82-b99-e72  | a88-c63-d69  |  a81-c4-e53  | a89-d72-e10  |  b98-c48-d89  |  b89-c3-e79  |  b94-d31-e53  | c84-d85-e56  |
| a90-b97-c22  |  a94-b11-d15  | a82-b99-e73  | a88-c63-d70  |  a81-c4-e61  | a89-d72-e14  |   b98-c58-d3  |  b89-c3-e80  |  b94-d31-e63  | c84-d85-e69  |
| a90-b97-c50  |  a94-b11-d35  | a83-b13-e19  |  a88-c69-d9  |  a81-c4-e63  | a89-d72-e28  |  b98-c58-d27  |  b89-c3-e84  |   b94-d72-e1  | c84-d85-e72  |
| a90-b97-c55  |  a94-b11-d74  | a83-b13-e57  | a88-c69-d49  |  a81-c4-e71  | a89-d72-e35  |  b98-c58-d38  |  b89-c7-e2   |   b94-d72-e8  | c84-d85-e90  |
| a90-b97-c75  |  a94-b11-d92  | a83-b13-e60  |  a88-c74-d9  | a81-c15-e28  | a89-d72-e53  |  b98-c58-d41  |  b89-c7-e18  |  b94-d72-e10  | c84-d95-e16  |
| a90-b97-c80  |   a94-b31-d5  | a83-b13-e76  | a88-c74-d46  | a81-c15-e53  | a89-d72-e61  |  b98-c58-d59  |  b89-c7-e20  |  b94-d72-e14  | c84-d95-e69  |
| a91-b12-c40  |  a94-b31-d15  | a83-b31-e60  | a88-c74-d49  | a81-c15-e63  | a89-d72-e63  |  b98-c58-d68  |  b89-c7-e27  |  b94-d72-e28  | c84-d95-e72  |
| a91-b35-c40  |  a94-b31-d35  | a83-b31-e76  | a88-c74-d69  | a81-c15-e71  | a89-d72-e71  |  b98-c58-d76  |  b89-c7-e29  |  b94-d72-e35  | c84-d99-e41  |
| a91-b35-c93  |  a94-b31-d64  | a83-b37-e19  | a88-c74-d93  |  a81-c33-e8  |  a89-d79-e8  |  b98-c58-d89  |  b89-c7-e33  |  b94-d72-e53  | c84-d99-e69  |
| a91-b51-c38  |  a94-b31-d74  | a83-b55-e19  |  a88-c76-d9  | a81-c33-e28  | a89-d79-e14  |  b98-c58-d98  |  b89-c7-e46  |  b94-d72-e63  | c84-d99-e72  |
| a91-b51-c40  |  a94-b31-d92  | a83-b55-e57  | a88-c76-d46  | a81-c33-e53  | a89-d79-e28  |   b98-c66-d3  |  b89-c7-e50  |  b94-d72-e71  | c84-d100-e36 |
| a91-b51-c52  |   a94-b38-d5  | a83-b55-e60  | a88-c76-d49  | a81-c33-e63  | a89-d79-e61  |  b98-c66-d27  |  b89-c7-e54  |   b94-d79-e8  | c84-d100-e41 |
| a91-b51-c68  |  a94-b38-d35  | a83-b55-e91  | a88-c76-d69  | a81-c33-e69  | a89-d79-e63  |  b98-c66-d38  |  b89-c7-e79  |  b94-d79-e14  | c84-d100-e72 |
| a91-b51-c93  |  a94-b38-d64  | a83-b84-e57  | a88-c76-d70  | a81-c33-e71  | a89-d79-e71  |   b99-c16-d4  |  b89-c7-e80  |  b94-d79-e28  | c84-d100-e90 |
| a91-b52-c38  |  a94-b38-d74  | a83-b84-e60  | a88-c76-d93  |  a81-c47-e8  |  a90-d1-e21  |  b99-c16-d24  |  b89-c7-e84  |  b94-d79-e63  |  c85-d15-e7  |
| a91-b52-c52  |  a94-b38-d92  | a83-b84-e76  | a88-c81-d49  | a81-c47-e28  |  a90-d1-e51  |  b99-c16-d34  | b89-c30-e18  |  b94-d79-e71  | c85-d15-e26  |
| a91-b52-c68  |   a94-b72-d5  | a83-b91-e19  | a88-c81-d65  | a81-c47-e61  |  a90-d1-e75  |  b99-c16-d71  | b89-c30-e20  |  b95-d26-e25  | c85-d15-e62  |
| a91-b52-c93  |  a94-b72-d15  | a83-b91-e57  | a88-c81-d70  | a81-c47-e69  |  a90-d1-e86  |   b99-c34-d2  | b89-c30-e29  |  b95-d51-e30  | c85-d15-e89  |
| a91-b58-c38  |  a94-b72-d35  | a83-b91-e60  | a88-c81-d93  | a81-c47-e71  |  a90-d1-e92  |  b99-c34-d47  | b89-c30-e33  |  b95-d71-e30  |  c85-d20-e7  |
| a91-b58-c40  |  a94-b72-d74  | a83-b91-e76  | a88-c86-d46  |  a81-c99-e8  |  a90-d1-e94  |  b99-c34-d71  | b89-c30-e46  |  b95-d71-e39  | c85-d20-e26  |
| a91-b58-c52  |  a94-b72-d92  |  a84-b5-e32  | a88-c86-d65  | a81-c99-e61  | a90-d16-e21  |   b99-c41-d2  | b89-c30-e52  |  b95-d71-e43  | c85-d20-e62  |
| a91-b58-c68  |  a94-b81-d35  |  a84-b5-e83  | a88-c86-d69  | a81-c99-e69  | a90-d16-e51  |   b99-c41-d4  | b89-c30-e54  |  b95-d71-e56  | c85-d20-e89  |
| a91-b58-c93  |  a94-b81-d64  |  a84-b5-e88  | a88-c86-d70  | a81-c99-e71  | a90-d16-e75  |  b99-c41-d24  | b89-c30-e80  |  b95-d71-e73  |  c85-d25-e7  |
| a91-b73-c40  |  a94-b81-d74  |  a84-b5-e99  | a88-c86-d93  | a82-c16-e38  | a90-d16-e86  |  b99-c41-d34  | b89-c64-e18  |  b96-d18-e10  | c85-d25-e62  |
| a91-b96-c38  |  a94-b81-d92  | a84-b5-e100  | a88-c89-d46  | a82-c16-e39  | a90-d16-e94  |  b99-c41-d47  | b89-c64-e27  |  b96-d18-e13  |  c85-d56-e7  |
| a91-b96-c40  |   a94-b84-d5  | a84-b15-e32  | a88-c89-d49  | a82-c16-e43  | a90-d17-e21  |  b99-c41-d71  | b89-c64-e33  |   b96-d36-e4  | c85-d56-e62  |
| a91-b96-c52  |  a94-b84-d15  | a84-b15-e83  | a88-c89-d65  | a82-c16-e56  | a90-d17-e51  |  b99-c41-d85  | b89-c64-e50  |  b96-d36-e34  | c85-d56-e89  |
| a91-b96-c68  |  a94-b84-d35  | a84-b15-e88  | a88-c89-d69  | a82-c16-e70  | a90-d17-e75  |  b99-c41-d95  | b89-c64-e54  |  b96-d36-e40  |  c85-d91-e7  |
| a91-b96-c93  |  a94-b84-d64  | a84-b15-e99  | a88-c89-d70  | a82-c16-e72  | a90-d17-e94  |  b99-c41-d99  | b89-c64-e79  |  b96-d36-e59  | c85-d91-e26  |
|  a92-b9-c4   |  a94-b84-d74  | a84-b15-e100 | a88-c89-d93  | a82-c16-e73  | a90-d26-e21  |   b99-c49-d2  | b89-c64-e80  |   b96-d38-e4  | c85-d91-e62  |
|  a92-b9-c15  |  a94-b84-d92  | a84-b61-e32  |  a88-c98-d9  | a82-c26-e16  | a90-d26-e25  |   b99-c49-d4  | b89-c82-e18  |  b96-d38-e34  | c85-d91-e89  |
|  a92-b9-c33  |  a95-b12-d18  | a84-b61-e83  | a88-c98-d46  | a82-c26-e31  | a90-d26-e42  |  b99-c49-d24  | b89-c82-e29  |  b96-d38-e40  | c86-d13-e36  |
| a92-b12-c15  |  a95-b12-d63  | a84-b61-e88  | a88-c98-d49  | a82-c26-e38  | a90-d26-e51  |  b99-c49-d34  | b89-c82-e33  |  b96-d38-e59  | c86-d13-e41  |
| a92-b12-c39  |  a95-b29-d40  | a84-b61-e99  | a88-c98-d69  | a82-c26-e70  | a90-d26-e75  |  b99-c49-d47  | b89-c82-e46  |   b96-d78-e4  | c86-d13-e52  |
| a92-b12-c40  |  a95-b29-d63  | a84-b85-e83  | a88-c98-d70  | a82-c34-e16  | a90-d26-e86  |  b99-c49-d71  | b89-c82-e52  |  b96-d78-e13  | c86-d13-e64  |
| a92-b12-c44  |  a95-b35-d78  | a84-b85-e88  | a88-c98-d93  | a82-c34-e38  | a90-d26-e92  |  b99-c49-d85  | b89-c82-e54  |  b96-d78-e40  | c86-d46-e24  |
| a92-b12-c65  |  a95-b51-d18  | a84-b85-e99  |  a89-c4-d28  | a82-c34-e39  | a90-d26-e94  |   b99-c61-d4  | b89-c82-e80  |  b96-d78-e59  | c86-d46-e36  |
| a92-b12-c78  |  a95-b51-d78  | a85-b20-e12  |  a89-c4-d31  | a82-c34-e43  | a90-d51-e21  |  b99-c61-d24  | b89-c96-e18  |   b97-d1-e21  | c86-d46-e41  |
| a92-b12-c79  |  a95-b58-d18  | a85-b20-e24  |  a89-c4-d72  | a82-c34-e56  | a90-d51-e51  |  b99-c61-d34  | b89-c96-e27  |   b97-d1-e51  | c86-d46-e45  |
| a92-b12-c90  |  a95-b58-d78  | a85-b20-e36  |  a89-c4-d79  | a82-c34-e70  | a90-d51-e75  |  b99-c61-d71  | b89-c96-e33  |   b97-d1-e75  | c86-d48-e36  |
| a92-b12-c95  |  a95-b73-d18  | a85-b20-e41  | a89-c15-d31  | a82-c34-e73  | a90-d55-e21  |  b99-c61-d85  | b89-c96-e50  |   b97-d1-e94  | c86-d48-e52  |
| a92-b58-c15  |  a95-b73-d40  | a85-b22-e12  | a89-c15-d72  | a82-c41-e16  | a90-d55-e86  |  b99-c61-d99  | b89-c96-e79  |  b97-d12-e30  | c86-d48-e64  |
| a92-b58-c40  |  a95-b73-d63  | a85-b22-e24  | a89-c33-d28  | a82-c41-e38  | a90-d55-e92  |   b99-c73-d4  | b89-c96-e80  |  b97-d12-e78  | c86-d65-e24  |
|  a92-b59-c4  |  a95-b73-d78  | a85-b24-e72  | a89-c33-d72  | a82-c41-e39  | a90-d55-e94  |  b99-c73-d24  |  b90-c7-e18  |  b97-d12-e95  | c86-d65-e36  |
| a92-b59-c15  |  a95-b77-d18  | a85-b39-e12  | a89-c33-d79  | a82-c41-e43  | a90-d88-e21  |  b99-c73-d34  |  b90-c7-e20  |  b97-d16-e21  | c86-d65-e45  |
| a92-b59-c33  |  a95-b77-d40  | a85-b42-e41  | a89-c39-d31  | a82-c41-e56  | a90-d88-e51  |  b99-c73-d71  |  b90-c7-e29  |  b97-d16-e51  | c86-d65-e64  |
| a92-b59-c39  |  a95-b77-d63  | a85-b42-e72  | a90-c14-d26  | a82-c41-e70  | a90-d88-e75  |  b99-c73-d85  |  b90-c7-e33  |  b97-d16-e75  | c86-d69-e24  |
| a92-b59-c40  |   a96-b6-d26  | a85-b48-e24  |  a90-c22-d1  | a82-c41-e72  | a90-d88-e86  |  b99-c73-d99  |  b90-c7-e46  |  b97-d16-e78  | c86-d69-e36  |
| a92-b59-c44  |  a96-b16-d26  | a85-b48-e36  | a90-c22-d16  | a82-c49-e16  | a90-d88-e94  |   b99-c84-d4  |  b90-c7-e54  |  b97-d16-e94  | c86-d69-e45  |
| a92-b59-c65  |  a96-b23-d26  | a85-b48-e41  | a90-c22-d17  | a82-c49-e38  | a91-d18-e13  |  b99-c84-d24  |  b90-c7-e80  |  b97-d17-e21  | c86-d70-e24  |
| a92-b59-c78  |  a96-b26-d12  | a85-b48-e72  | a90-c22-d26  | a82-c49-e39  | a91-d18-e65  |  b99-c84-d34  | b90-c28-e29  |  b97-d17-e30  | c86-d70-e36  |
| a92-b59-c79  |  a96-b26-d17  | a85-b65-e12  | a90-c22-d55  | a82-c49-e43  |  a91-d36-e4  |  b99-c84-d71  | b90-c28-e52  |  b97-d17-e51  | c86-d70-e41  |
| a92-b59-c90  |  a96-b26-d51  | a85-b65-e24  | a90-c22-d88  | a82-c49-e56  | a91-d36-e40  |  b99-c84-d85  | b90-c28-e64  |  b97-d17-e75  | c86-d70-e45  |
| a92-b59-c95  |  a96-b36-d26  |  a86-b1-e29  |  a90-c29-d1  | a82-c49-e70  | a91-d36-e59  |  b99-c84-d95  | b90-c28-e68  |  b97-d17-e78  | c86-d70-e52  |
|  a92-b68-c4  |  a96-b46-d51  |  a86-b1-e68  | a90-c29-d16  | a82-c49-e72  |  a91-d78-e4  |  b99-c84-d99  | b90-c30-e18  |  b97-d17-e94  | c86-d70-e64  |
| a92-b68-c15  |  a96-b49-d12  | a86-b41-e15  | a90-c29-d26  | a82-c49-e73  | a91-d78-e13  |  b100-c2-d22  | b90-c30-e20  |  b97-d17-e95  | c86-d81-e24  |
| a92-b68-c33  |  a96-b49-d17  | a86-b41-e29  | a90-c29-d55  | a82-c56-e43  | a91-d78-e40  |  b100-c2-d45  | b90-c30-e29  |  b97-d26-e21  | c86-d81-e36  |
| a92-b68-c39  |  a96-b49-d26  | a86-b41-e68  | a90-c29-d88  | a82-c56-e73  | a91-d78-e59  |  b100-c2-d48  | b90-c30-e33  |  b97-d26-e51  | c86-d81-e41  |
| a92-b68-c95  |  a96-b49-d51  | a86-b41-e97  |  a90-c32-d1  | a82-c66-e16  | a91-d78-e65  |  b100-c2-d50  | b90-c30-e46  |  b97-d26-e75  | c86-d81-e52  |
|  a92-b71-c4  |  a96-b75-d17  | a86-b43-e15  | a90-c32-d16  | a82-c66-e31  | a92-d18-e10  |  b100-c2-d65  | b90-c30-e52  |  b97-d26-e94  | c86-d93-e24  |
| a92-b71-c39  |  a96-b75-d26  | a86-b43-e29  | a90-c32-d26  | a82-c66-e38  | a92-d18-e13  |  b100-c2-d73  | b90-c30-e54  |  b97-d51-e21  | c86-d93-e36  |
| a92-b71-c65  |  a96-b75-d51  | a86-b43-e68  | a90-c32-d55  | a82-c66-e39  | a92-d18-e22  |  b100-c2-d86  | b90-c30-e64  |  b97-d51-e30  | c86-d93-e45  |
| a92-b71-c95  |  a96-b80-d12  | a86-b43-e97  | a90-c32-d88  | a82-c66-e56  | a92-d18-e44  |  b100-c9-d13  | b90-c30-e68  |  b97-d51-e51  | c86-d100-e36 |
|  a92-b94-c4  |  a96-b80-d17  | a86-b57-e15  |  a90-c50-d1  | a82-c66-e70  | a92-d18-e47  |  b100-c9-d48  | b90-c30-e80  |  b97-d51-e75  | c86-d100-e41 |
| a92-b94-c15  |  a96-b80-d26  | a86-b57-e29  | a90-c50-d16  |  a83-c6-e19  | a92-d31-e10  |  b100-c9-d50  | b90-c31-e20  |  b97-d51-e78  | c86-d100-e52 |
| a92-b94-c33  |  a96-b80-d51  | a86-b57-e68  | a90-c50-d26  |  a83-c6-e57  | a92-d31-e13  |  b100-c9-d65  | b90-c31-e29  |  b97-d88-e21  | c86-d100-e64 |
| a92-b94-c39  |  a96-b95-d26  | a86-b57-e97  | a90-c50-d55  |  a83-c6-e91  | a92-d31-e22  |  b100-c9-d70  | b90-c31-e46  |  b97-d88-e51  | c87-d22-e48  |
| a92-b94-c65  |  a96-b95-d51  | a86-b83-e15  | a90-c50-d88  |  a83-c8-e19  | a92-d31-e44  |  b100-c12-d13 | b90-c31-e64  |  b97-d88-e75  | c87-d22-e97  |
| a92-b94-c95  |   a97-b3-d19  | a86-b83-e29  |  a90-c55-d1  |  a83-c8-e60  | a92-d31-e47  |  b100-c12-d50 | b90-c31-e68  |  b97-d88-e78  | c87-d33-e88  |
| a92-b96-c15  |   a97-b3-d21  | a86-b83-e68  | a90-c55-d16  | a83-c18-e19  | a92-d31-e53  |  b100-c12-d65 | b90-c31-e96  |  b97-d88-e94  | c87-d33-e99  |
| a92-b96-c40  |   a97-b3-d23  | a86-b83-e97  | a90-c55-d17  | a83-c18-e57  | a92-d31-e63  |  b100-c12-d70 | b90-c53-e18  |   b98-d3-e4   | c87-d43-e48  |
|  a93-b57-c2  |   a97-b3-d37  | a86-b85-e97  | a90-c55-d26  | a83-c18-e60  |  a92-d72-e1  |  b100-c19-d22 | b90-c53-e20  |   b98-d3-e25  | c87-d43-e88  |
| a93-b57-c19  |   a97-b3-d53  | a86-b100-e15 | a90-c55-d51  | a83-c18-e91  | a92-d72-e10  |  b100-c19-d45 | b90-c53-e29  |   b98-d3-e31  | c87-d43-e97  |
|  a93-b83-c2  |   a97-b3-d82  | a86-b100-e29 | a90-c55-d88  | a83-c54-e19  | a92-d72-e28  |  b100-c19-d48 | b90-c53-e46  |   b98-d3-e55  | c87-d43-e99  |
| a93-b83-c19  |   a97-b3-d87  | a86-b100-e68 |  a90-c72-d1  | a83-c54-e57  | a92-d72-e35  |  b100-c19-d50 | b90-c53-e52  |   b98-d3-e67  | c87-d90-e48  |
| a93-b85-c45  |   a97-b3-d97  | a86-b100-e97 | a90-c72-d16  | a83-c54-e60  | a92-d72-e53  |  b100-c19-d65 | b90-c53-e64  |   b98-d3-e74  | c87-d90-e81  |
| a93-b85-c87  |  a97-b41-d22  |  a87-b7-e2   | a90-c72-d26  | a83-c54-e76  | a92-d72-e63  |  b100-c19-d86 | b90-c53-e68  |   b98-d27-e4  | c87-d90-e97  |
| a94-b11-c54  |  a97-b41-d45  |  a87-b7-e5   | a90-c72-d55  | a83-c67-e19  | a93-d22-e15  |  b100-c28-d13 | b90-c53-e96  |  b98-d27-e31  | c88-d13-e18  |
| a94-b31-c54  |  a97-b41-d50  |  a87-b7-e6   | a90-c72-d88  | a83-c67-e57  | a93-d22-e37  |  b100-c28-d45 | b90-c82-e18  |  b98-d27-e55  | c88-d13-e29  |
| a94-b38-c54  |  a97-b41-d86  |  a87-b7-e20  |  a90-c75-d1  | a83-c67-e60  | a93-d22-e48  |  b100-c28-d48 | b90-c82-e29  |  b98-d27-e67  | c88-d13-e64  |
| a94-b72-c54  |  a97-b41-d97  |  a87-b7-e96  | a90-c75-d16  | a83-c67-e91  | a93-d22-e97  |  b100-c28-d50 | b90-c82-e33  |  b98-d27-e74  | c88-d13-e68  |
| a94-b81-c54  |  a97-b43-d19  |  a87-b27-e2  | a90-c75-d26  | a83-c71-e57  | a93-d43-e15  |  b100-c28-d65 | b90-c82-e46  |   b98-d38-e4  |  c88-d22-e5  |
| a94-b84-c54  |  a97-b43-d22  |  a87-b27-e5  | a90-c75-d55  | a83-c71-e60  | a93-d43-e48  |  b100-c28-d70 | b90-c82-e52  |  b98-d38-e31  | c88-d22-e15  |
| a95-b12-c35  |  a97-b43-d37  |  a87-b27-e6  | a90-c75-d88  | a83-c71-e76  | a93-d43-e88  |  b100-c28-d75 | b90-c82-e54  |  b98-d38-e67  | c88-d22-e68  |
| a95-b12-c40  |  a97-b43-d45  | a87-b27-e20  |  a90-c80-d1  | a83-c71-e91  | a93-d43-e97  | b100-c28-d100 | b90-c82-e64  |  b98-d38-e74  | c88-d22-e96  |
| a95-b12-c44  |  a97-b43-d50  | a87-b27-e96  | a90-c80-d16  | a83-c91-e19  | a93-d43-e99  |  b100-c30-d13 | b90-c82-e80  |  b98-d41-e25  | c88-d45-e15  |
| a95-b12-c78  |  a97-b43-d82  |  a87-b43-e5  | a90-c80-d17  | a83-c91-e57  | a93-d50-e15  |  b100-c30-d45 | b90-c88-e18  |  b98-d41-e42  | c88-d45-e20  |
| a95-b12-c79  |  a97-b43-d86  |  a87-b43-e6  | a90-c80-d26  | a84-c13-e32  | a93-d50-e97  |  b100-c30-d48 | b90-c88-e20  |  b98-d41-e55  | c88-d45-e29  |
| a95-b29-c35  |  a97-b43-d97  | a87-b43-e11  | a90-c80-d51  | a84-c13-e83  | a93-d90-e15  |  b100-c30-d73 | b90-c88-e29  |  b98-d59-e25  | c88-d45-e64  |
| a95-b29-c40  |  a97-b57-d22  | a87-b43-e20  | a90-c80-d55  | a84-c27-e32  | a93-d90-e37  |  b100-c30-d75 | b90-c88-e46  |  b98-d59-e42  | c88-d45-e68  |
| a95-b29-c44  |  a97-b57-d43  | a87-b43-e96  | a90-c80-d88  | a84-c27-e83  | a93-d90-e48  | b100-c30-d100 | b90-c88-e64  |  b98-d59-e55  | c88-d45-e96  |
| a95-b29-c78  |  a97-b57-d45  |  a87-b93-e5  | a91-c38-d36  | a84-c27-e100 | a93-d90-e81  |  b100-c31-d13 | b90-c88-e68  |  b98-d68-e25  | c88-d48-e18  |
| a95-b35-c40  |  a97-b57-d50  |  a87-b93-e6  | a91-c38-d78  | a84-c45-e88  | a93-d90-e97  |  b100-c31-d22 | b90-c88-e96  |  b98-d68-e31  | c88-d48-e20  |
| a95-b51-c40  |  a97-b57-d86  | a87-b93-e11  | a91-c40-d18  | a84-c45-e99  |  a94-d5-e23  |  b100-c31-d45 |  b91-c8-e7   |  b98-d68-e42  | c88-d48-e29  |
| a95-b58-c40  |  a97-b83-d19  | a87-b93-e20  | a91-c40-d36  | a84-c77-e32  |  a94-d5-e76  |  b100-c31-d48 |  b91-c8-e19  |  b98-d68-e55  | c88-d48-e46  |
| a95-b73-c40  |  a97-b83-d22  | a87-b93-e96  | a91-c40-d78  | a84-c77-e83  |  a94-d5-e85  |  b100-c31-d50 |  b91-c8-e60  |  b98-d68-e74  | c88-d48-e64  |
| a95-b77-c35  |  a97-b83-d43  | a88-b5-e100  | a91-c52-d36  | a84-c77-e88  |  a94-d5-e87  |  b100-c31-d65 |  b91-c8-e89  |   b98-d76-e4  | c88-d48-e68  |
| a95-b77-c40  |  a97-b83-d45  |  a88-b8-e12  | a91-c52-d78  | a84-c77-e99  |  a94-d5-e93  |  b100-c31-d73 |  b91-c20-e7  |  b98-d76-e31  | c88-d48-e96  |
| a95-b77-c44  |  a97-b83-d50  |  a88-b8-e24  | a91-c68-d36  | a84-c94-e32  | a94-d15-e76  |  b100-c31-d75 | b91-c20-e89  |  b98-d76-e67  | c88-d50-e15  |
| a95-b77-c78  |  a97-b83-d82  |  a88-b8-e45  | a91-c68-d78  | a84-c94-e83  | a94-d15-e85  |  b100-c31-d86 |  b91-c54-e7  |  b98-d76-e74  | c88-d50-e29  |
| a95-b77-c79  |  a97-b83-d86  | a88-b8-e100  | a91-c93-d36  | a84-c94-e100 | a94-d15-e87  |  b100-c53-d13 | b91-c54-e19  |  b98-d89-e25  | c88-d50-e68  |
|  a96-b6-c14  |  a97-b83-d90  | a88-b14-e12  | a91-c93-d78  |  a85-c9-e24  | a94-d15-e93  |  b100-c53-d22 | b91-c54-e23  |  b98-d89-e31  | c88-d50-e96  |
|  a96-b6-c34  |  a97-b83-d97  | a88-b14-e24  |  a92-c4-d31  |  a85-c9-e36  | a94-d35-e23  |  b100-c53-d45 | b91-c54-e57  |  b98-d89-e42  |  c88-d73-e5  |
|  a96-b6-c56  |  a97-b93-d19  | a88-b14-e45  |  a92-c4-d72  | a85-c10-e24  | a94-d35-e76  |  b100-c53-d48 | b91-c54-e60  |  b98-d89-e55  | c88-d73-e18  |
|  a96-b6-c80  |  a97-b93-d21  | a88-b14-e100 | a92-c15-d31  | a85-c10-e36  | a94-d35-e85  |  b100-c53-d50 | b91-c54-e76  |  b98-d89-e67  | c88-d73-e20  |
